Fecha,Hora,AE_kWh
30/05/2024,10,"0,319"
30/05/2024,11,"0,217"
30/05/2024,12,"0,218"
30/05/2024,13,"0,226"
30/05/2024,14,"0,246"
30/05/2024,15,"1,155"
30/05/2024,16,"0,578"
30/05/2024,17,"0,254"
30/05/2024,18,"0,664"
30/05/2024,19,"0,321"
30/05/2024,20,"0,232"
30/05/2024,21,"0,233"
30/05/2024,22,"1,265"
30/05/2024,23,"0,265"
30/05/2024,24,"0,358"
31/05/2024,1,"0,753"
31/05/2024,2,"0,657"
31/05/2024,3,"0,140"
31/05/2024,4,"0,097"
31/05/2024,5,"0,094"
31/05/2024,6,"0,057"
31/05/2024,7,"0,092"
31/05/2024,8,"0,095"
31/05/2024,9,"0,063"
31/05/2024,10,"0,140"
31/05/2024,11,"0,288"
31/05/2024,12,"0,286"
31/05/2024,13,"0,386"
31/05/2024,14,"0,404"
31/05/2024,15,"0,116"
31/05/2024,16,"0,096"
31/05/2024,17,"0,083"
31/05/2024,18,"0,080"
31/05/2024,19,"0,355"
31/05/2024,20,"0,186"
31/05/2024,21,"0,251"
31/05/2024,22,"0,188"
31/05/2024,23,"0,795"
31/05/2024,24,"0,221"
01/06/2024,1,"0,229"
01/06/2024,2,"0,229"
01/06/2024,3,"0,186"
01/06/2024,4,"0,097"
01/06/2024,5,"0,061"
01/06/2024,6,"0,078"
01/06/2024,7,"0,048"
01/06/2024,8,"0,078"
01/06/2024,9,"0,086"
01/06/2024,10,"0,208"
01/06/2024,11,"0,103"
01/06/2024,12,"0,189"
01/06/2024,13,"0,127"
01/06/2024,14,"0,265"
01/06/2024,15,"0,265"
01/06/2024,16,"0,243"
01/06/2024,17,"0,199"
01/06/2024,18,"0,192"
01/06/2024,19,"0,257"
01/06/2024,20,"0,342"
01/06/2024,21,"0,783"
01/06/2024,22,"0,723"
01/06/2024,23,"1,382"
01/06/2024,24,"0,305"
02/06/2024,1,"0,274"
02/06/2024,2,"0,191"
02/06/2024,3,"0,148"
02/06/2024,4,"0,101"
02/06/2024,5,"0,101"
02/06/2024,6,"0,135"
02/06/2024,7,"0,092"
02/06/2024,8,"0,066"
02/06/2024,9,"0,379"
02/06/2024,10,"0,099"
02/06/2024,11,"0,091"
02/06/2024,12,"0,088"
02/06/2024,13,"0,095"
02/06/2024,14,"0,865"
02/06/2024,15,"0,519"
02/06/2024,16,"0,099"
02/06/2024,17,"0,105"
02/06/2024,18,"0,370"
02/06/2024,19,"0,178"
02/06/2024,20,"0,120"
02/06/2024,21,"1,018"
02/06/2024,22,"0,434"
02/06/2024,23,"0,218"
02/06/2024,24,"0,126"
03/06/2024,1,"0,104"
03/06/2024,2,"0,098"
03/06/2024,3,"0,097"
03/06/2024,4,"0,096"
03/06/2024,5,"0,095"
03/06/2024,6,"0,114"
03/06/2024,7,"0,121"
03/06/2024,8,"0,089"
03/06/2024,9,"0,075"
03/06/2024,10,"0,550"
03/06/2024,11,"0,102"
03/06/2024,12,"0,104"
03/06/2024,13,"0,166"
03/06/2024,14,"0,364"
03/06/2024,15,"0,396"
03/06/2024,16,"0,244"
03/06/2024,17,"0,180"
03/06/2024,18,"0,167"
03/06/2024,19,"0,182"
03/06/2024,20,"0,158"
03/06/2024,21,"0,207"
03/06/2024,22,"0,784"
03/06/2024,23,"0,393"
03/06/2024,24,"0,417"
04/06/2024,1,"0,819"
04/06/2024,2,"0,130"
04/06/2024,3,"0,094"
04/06/2024,4,"0,068"
04/06/2024,5,"0,101"
04/06/2024,6,"0,135"
04/06/2024,7,"0,169"
04/06/2024,8,"0,216"
04/06/2024,9,"0,283"
04/06/2024,10,"0,112"
04/06/2024,11,"0,137"
04/06/2024,12,"0,650"
04/06/2024,13,"0,496"
04/06/2024,14,"1,419"
04/06/2024,15,"1,292"
04/06/2024,16,"0,392"
04/06/2024,17,"0,390"
04/06/2024,18,"0,228"
04/06/2024,19,"0,207"
04/06/2024,20,"0,196"
04/06/2024,21,"0,219"
04/06/2024,22,"0,206"
04/06/2024,23,"0,329"
04/06/2024,24,"0,220"
05/06/2024,1,"0,121"
05/06/2024,2,"0,121"
05/06/2024,3,"0,062"
05/06/2024,4,"0,094"
05/06/2024,5,"0,059"
05/06/2024,6,"0,095"
05/06/2024,7,"0,054"
05/06/2024,8,"0,055"
05/06/2024,9,"0,091"
05/06/2024,10,"0,105"
05/06/2024,11,"0,058"
05/06/2024,12,"0,143"
05/06/2024,13,"0,311"
05/06/2024,14,"1,319"
05/06/2024,15,"0,334"
05/06/2024,16,"0,683"
05/06/2024,17,"0,314"
05/06/2024,18,"0,234"
05/06/2024,19,"0,273"
05/06/2024,20,"0,209"
05/06/2024,21,"0,183"
05/06/2024,22,"0,541"
05/06/2024,23,"0,593"
05/06/2024,24,"0,302"
06/06/2024,1,"1,026"
06/06/2024,2,"0,163"
06/06/2024,3,"0,157"
06/06/2024,4,"0,154"
06/06/2024,5,"0,157"
06/06/2024,6,"0,152"
06/06/2024,7,"0,049"
06/06/2024,8,"0,083"
06/06/2024,9,"0,145"
06/06/2024,10,"0,141"
06/06/2024,11,"0,206"
06/06/2024,12,"0,208"
06/06/2024,13,"0,166"
06/06/2024,14,"0,312"
06/06/2024,15,"1,341"
06/06/2024,16,"0,326"
06/06/2024,17,"0,239"
06/06/2024,18,"0,189"
06/06/2024,19,"0,349"
06/06/2024,20,"0,222"
06/06/2024,21,"0,207"
06/06/2024,22,"0,230"
06/06/2024,23,"0,881"
06/06/2024,24,"0,244"
07/06/2024,1,"0,214"
07/06/2024,2,"0,134"
07/06/2024,3,"0,151"
07/06/2024,4,"0,118"
07/06/2024,5,"0,163"
07/06/2024,6,"0,123"
07/06/2024,7,"0,157"
07/06/2024,8,"0,121"
07/06/2024,9,"0,130"
07/06/2024,10,"0,322"
07/06/2024,11,"0,256"
07/06/2024,12,"0,199"
07/06/2024,13,"0,163"
07/06/2024,14,"1,062"
07/06/2024,15,"0,526"
07/06/2024,16,"0,268"
07/06/2024,17,"0,248"
07/06/2024,18,"0,349"
07/06/2024,19,"0,195"
07/06/2024,20,"0,200"
07/06/2024,21,"0,211"
07/06/2024,22,"0,194"
07/06/2024,23,"1,450"
07/06/2024,24,"0,557"
08/06/2024,1,"0,232"
08/06/2024,2,"0,256"
08/06/2024,3,"0,272"
08/06/2024,4,"0,204"
08/06/2024,5,"0,171"
08/06/2024,6,"0,167"
08/06/2024,7,"0,128"
08/06/2024,8,"0,172"
08/06/2024,9,"0,132"
08/06/2024,10,"0,182"
08/06/2024,11,"0,155"
08/06/2024,12,"0,502"
08/06/2024,13,"0,163"
08/06/2024,14,"0,164"
08/06/2024,15,"0,169"
08/06/2024,16,"0,132"
08/06/2024,17,"0,167"
08/06/2024,18,"0,227"
08/06/2024,19,"0,156"
08/06/2024,20,"0,168"
08/06/2024,21,"0,130"
08/06/2024,22,"0,291"
08/06/2024,23,"0,273"
08/06/2024,24,"0,252"
09/06/2024,1,"0,294"
09/06/2024,2,"0,161"
09/06/2024,3,"0,160"
09/06/2024,4,"0,128"
09/06/2024,5,"0,171"
09/06/2024,6,"0,132"
09/06/2024,7,"0,132"
09/06/2024,8,"0,169"
09/06/2024,9,"0,131"
09/06/2024,10,"0,179"
09/06/2024,11,"0,437"
09/06/2024,12,"0,196"
09/06/2024,13,"0,251"
09/06/2024,14,"0,193"
09/06/2024,15,"0,144"
09/06/2024,16,"0,225"
09/06/2024,17,"0,249"
09/06/2024,18,"0,285"
09/06/2024,19,"0,247"
09/06/2024,20,"0,205"
09/06/2024,21,"0,414"
09/06/2024,22,"0,663"
09/06/2024,23,"0,736"
09/06/2024,24,"0,634"
10/06/2024,1,"0,211"
10/06/2024,2,"0,181"
10/06/2024,3,"0,242"
10/06/2024,4,"0,183"
10/06/2024,5,"0,166"
10/06/2024,6,"0,136"
10/06/2024,7,"0,164"
10/06/2024,8,"0,124"
10/06/2024,9,"0,110"
10/06/2024,10,"0,168"
10/06/2024,11,"0,153"
10/06/2024,12,"0,298"
10/06/2024,13,"0,071"
10/06/2024,14,"0,112"
10/06/2024,15,"0,809"
10/06/2024,16,"0,199"
10/06/2024,17,"0,203"
10/06/2024,18,"0,180"
10/06/2024,19,"0,140"
10/06/2024,20,"0,142"
10/06/2024,21,"0,132"
10/06/2024,22,"0,354"
10/06/2024,23,"0,665"
10/06/2024,24,"0,254"
11/06/2024,1,"0,487"
11/06/2024,2,"0,424"
11/06/2024,3,"0,119"
11/06/2024,4,"0,100"
11/06/2024,5,"0,093"
11/06/2024,6,"0,099"
11/06/2024,7,"0,097"
11/06/2024,8,"0,060"
11/06/2024,9,"0,088"
11/06/2024,10,"0,088"
11/06/2024,11,"0,063"
11/06/2024,12,"0,209"
11/06/2024,13,"0,086"
11/06/2024,14,"0,118"
11/06/2024,15,"0,114"
11/06/2024,16,"0,981"
11/06/2024,17,"0,313"
11/06/2024,18,"0,104"
11/06/2024,19,"0,241"
11/06/2024,20,"0,135"
11/06/2024,21,"0,148"
11/06/2024,22,"0,688"
11/06/2024,23,"0,594"
11/06/2024,24,"0,188"
12/06/2024,1,"0,185"
12/06/2024,2,"0,142"
12/06/2024,3,"0,120"
12/06/2024,4,"0,063"
12/06/2024,5,"0,092"
12/06/2024,6,"0,086"
12/06/2024,7,"0,057"
12/06/2024,8,"0,087"
12/06/2024,9,"0,146"
12/06/2024,10,"1,065"
12/06/2024,11,"0,190"
12/06/2024,12,"0,121"
12/06/2024,13,"0,092"
12/06/2024,14,"0,091"
12/06/2024,15,"0,108"
12/06/2024,16,"0,174"
12/06/2024,17,"0,179"
12/06/2024,18,"0,206"
12/06/2024,19,"0,204"
12/06/2024,20,"0,093"
12/06/2024,21,"0,123"
12/06/2024,22,"0,999"
12/06/2024,23,"0,482"
12/06/2024,24,"0,182"
13/06/2024,1,"0,140"
13/06/2024,2,"0,101"
13/06/2024,3,"0,065"
13/06/2024,4,"0,100"
13/06/2024,5,"0,167"
13/06/2024,6,"0,073"
13/06/2024,7,"0,105"
13/06/2024,8,"0,120"
13/06/2024,9,"0,204"
13/06/2024,10,"0,162"
13/06/2024,11,"0,181"
13/06/2024,12,"0,130"
13/06/2024,13,"0,149"
13/06/2024,14,"0,130"
13/06/2024,15,"0,393"
13/06/2024,16,"0,575"
13/06/2024,17,"0,191"
13/06/2024,18,"0,674"
13/06/2024,19,"0,182"
13/06/2024,20,"0,099"
13/06/2024,21,"0,148"
13/06/2024,22,"0,153"
13/06/2024,23,"0,238"
13/06/2024,24,"0,235"
14/06/2024,1,"0,298"
14/06/2024,2,"0,259"
14/06/2024,3,"0,243"
14/06/2024,4,"0,181"
14/06/2024,5,"0,109"
14/06/2024,6,"0,098"
14/06/2024,7,"0,112"
14/06/2024,8,"0,063"
14/06/2024,9,"0,109"
14/06/2024,10,"0,216"
14/06/2024,11,"0,127"
14/06/2024,12,"0,091"
14/06/2024,13,"0,103"
14/06/2024,14,"0,102"
14/06/2024,15,"0,060"
14/06/2024,16,"0,098"
14/06/2024,17,"0,091"
14/06/2024,18,"0,056"
14/06/2024,19,"0,093"
14/06/2024,20,"0,101"
14/06/2024,21,"0,090"
14/06/2024,22,"0,678"
14/06/2024,23,"0,893"
14/06/2024,24,"0,397"
15/06/2024,1,"0,230"
15/06/2024,2,"0,156"
15/06/2024,3,"0,059"
15/06/2024,4,"0,097"
15/06/2024,5,"0,059"
15/06/2024,6,"0,092"
15/06/2024,7,"0,059"
15/06/2024,8,"0,098"
15/06/2024,9,"0,059"
15/06/2024,10,"0,150"
15/06/2024,11,"0,239"
15/06/2024,12,"0,835"
15/06/2024,13,"0,125"
15/06/2024,14,"0,119"
15/06/2024,15,"0,115"
15/06/2024,16,"0,065"
15/06/2024,17,"0,117"
15/06/2024,18,"0,266"
15/06/2024,19,"0,189"
15/06/2024,20,"0,104"
15/06/2024,21,"0,071"
15/06/2024,22,"0,108"
15/06/2024,23,"0,212"
15/06/2024,24,"0,256"
16/06/2024,1,"0,169"
16/06/2024,2,"0,080"
16/06/2024,3,"0,102"
16/06/2024,4,"0,100"
16/06/2024,5,"0,065"
16/06/2024,6,"0,102"
16/06/2024,7,"0,062"
16/06/2024,8,"0,103"
16/06/2024,9,"0,062"
16/06/2024,10,"0,061"
16/06/2024,11,"0,184"
16/06/2024,12,"0,546"
16/06/2024,13,"0,204"
16/06/2024,14,"1,748"
16/06/2024,15,"0,166"
16/06/2024,16,"0,134"
16/06/2024,17,"0,100"
16/06/2024,18,"0,091"
16/06/2024,19,"0,062"
