Fecha,Hora,AE_kWh
07/02/2023,6,"2,638"
07/02/2023,7,"2,582"
07/02/2023,8,"2,157"
07/02/2023,9,"2,092"
07/02/2023,10,"1,464"
07/02/2023,11,"2,130"
07/02/2023,12,"1,427"
07/02/2023,13,"2,823"
07/02/2023,14,"2,431"
07/02/2023,15,"2,707"
07/02/2023,16,"3,275"
07/02/2023,17,"2,434"
07/02/2023,18,"2,688"
07/02/2023,19,"1,230"
07/02/2023,20,"1,817"
07/02/2023,21,"1,822"
07/02/2023,22,"1,783"
07/02/2023,23,"1,636"
07/02/2023,24,"0,242"
08/02/2023,1,"0,406"
08/02/2023,2,"1,225"
08/02/2023,3,"0,774"
08/02/2023,4,"0,957"
08/02/2023,5,"1,401"
08/02/2023,6,"2,603"
08/02/2023,7,"2,528"
08/02/2023,8,"2,157"
08/02/2023,9,"1,842"
08/02/2023,10,"1,607"
08/02/2023,11,"1,756"
08/02/2023,12,"1,730"
08/02/2023,13,"2,632"
08/02/2023,14,"1,396"
08/02/2023,15,"1,780"
08/02/2023,16,"1,899"
08/02/2023,17,"2,527"
08/02/2023,18,"1,512"
08/02/2023,19,"1,537"
08/02/2023,20,"2,439"
08/02/2023,21,"1,567"
08/02/2023,22,"1,847"
08/02/2023,23,"2,019"
08/02/2023,24,"0,216"
09/02/2023,1,"0,306"
09/02/2023,2,"1,318"
09/02/2023,3,"0,722"
09/02/2023,4,"1,117"
09/02/2023,5,"1,271"
09/02/2023,6,"2,618"
09/02/2023,7,"2,542"
09/02/2023,8,"2,400"
09/02/2023,9,"2,332"
09/02/2023,10,"1,954"
09/02/2023,11,"1,575"
09/02/2023,12,"0,613"
09/02/2023,13,"2,956"
09/02/2023,14,"3,049"
09/02/2023,15,"1,427"
09/02/2023,16,"1,640"
09/02/2023,17,"1,976"
09/02/2023,18,"1,582"
09/02/2023,19,"2,412"
09/02/2023,20,"1,972"
09/02/2023,21,"2,209"
09/02/2023,22,"1,232"
09/02/2023,23,"1,932"
09/02/2023,24,"0,261"
10/02/2023,1,"0,238"
10/02/2023,2,"1,335"
10/02/2023,3,"0,807"
10/02/2023,4,"1,429"
10/02/2023,5,"1,147"
10/02/2023,6,"2,603"
10/02/2023,7,"2,592"
10/02/2023,8,"2,596"
10/02/2023,9,"2,607"
10/02/2023,10,"2,171"
10/02/2023,11,"1,236"
10/02/2023,12,"0,460"
10/02/2023,13,"0,933"
10/02/2023,14,"0,594"
10/02/2023,15,"1,581"
10/02/2023,16,"1,855"
10/02/2023,17,"0,772"
10/02/2023,18,"2,063"
10/02/2023,19,"1,674"
10/02/2023,20,"1,701"
10/02/2023,21,"2,209"
10/02/2023,22,"1,403"
10/02/2023,23,"2,236"
10/02/2023,24,"0,081"
11/02/2023,1,"2,177"
11/02/2023,2,"2,483"
11/02/2023,3,"1,915"
11/02/2023,4,"2,218"
11/02/2023,5,"2,095"
11/02/2023,6,"1,974"
11/02/2023,7,"2,325"
11/02/2023,8,"1,877"
11/02/2023,9,"2,374"
11/02/2023,10,"1,494"
11/02/2023,11,"1,854"
11/02/2023,12,"2,244"
11/02/2023,13,"2,881"
11/02/2023,14,"2,524"
11/02/2023,15,"0,755"
11/02/2023,16,"1,812"
11/02/2023,17,"1,137"
11/02/2023,18,"1,477"
11/02/2023,19,"2,088"
11/02/2023,20,"1,486"
11/02/2023,21,"2,339"
11/02/2023,22,"2,710"
11/02/2023,23,"3,675"
11/02/2023,24,"2,294"
12/02/2023,1,"0,161"
12/02/2023,2,"0,122"
12/02/2023,3,"0,959"
12/02/2023,4,"0,897"
12/02/2023,5,"1,605"
12/02/2023,6,"2,643"
12/02/2023,7,"2,644"
12/02/2023,8,"2,624"
12/02/2023,9,"2,544"
12/02/2023,10,"1,998"
12/02/2023,11,"2,382"
12/02/2023,12,"0,140"
12/02/2023,13,"0,103"
12/02/2023,14,"0,193"
12/02/2023,15,"1,205"
12/02/2023,16,"1,208"
12/02/2023,17,"0,927"
12/02/2023,18,"1,542"
12/02/2023,19,"2,043"
12/02/2023,20,"0,936"
12/02/2023,21,"2,391"
12/02/2023,22,"1,433"
12/02/2023,23,"1,862"
12/02/2023,24,"0,192"
13/02/2023,1,"0,739"
13/02/2023,2,"1,025"
13/02/2023,3,"1,207"
13/02/2023,4,"1,539"
13/02/2023,5,"0,969"
13/02/2023,6,"2,608"
13/02/2023,7,"2,832"
13/02/2023,8,"2,538"
13/02/2023,9,"3,464"
13/02/2023,10,"3,211"
13/02/2023,11,"0,860"
13/02/2023,12,"0,309"
13/02/2023,13,"0,669"
13/02/2023,14,"1,042"
13/02/2023,15,"1,636"
13/02/2023,16,"1,728"
13/02/2023,17,"0,645"
13/02/2023,18,"1,761"
13/02/2023,19,"1,311"
13/02/2023,20,"1,960"
13/02/2023,21,"1,399"
13/02/2023,22,"1,910"
13/02/2023,23,"2,357"
13/02/2023,24,"0,251"
14/02/2023,1,"0,402"
14/02/2023,2,"1,033"
14/02/2023,3,"0,622"
14/02/2023,4,"1,125"
14/02/2023,5,"1,218"
14/02/2023,6,"2,574"
14/02/2023,7,"2,682"
14/02/2023,8,"2,783"
14/02/2023,9,"2,890"
14/02/2023,10,"1,715"
14/02/2023,11,"0,824"
14/02/2023,12,"0,375"
14/02/2023,13,"0,543"
14/02/2023,14,"0,506"
14/02/2023,15,"0,484"
14/02/2023,16,"2,360"
14/02/2023,17,"0,679"
14/02/2023,18,"1,217"
14/02/2023,19,"1,154"
14/02/2023,20,"1,512"
14/02/2023,21,"0,989"
14/02/2023,22,"2,862"
14/02/2023,23,"0,704"
14/02/2023,24,"0,222"
15/02/2023,1,"0,295"
15/02/2023,2,"0,935"
15/02/2023,3,"0,475"
15/02/2023,4,"0,963"
15/02/2023,5,"0,887"
15/02/2023,6,"2,608"
15/02/2023,7,"2,372"
15/02/2023,8,"1,948"
15/02/2023,9,"1,627"
15/02/2023,10,"1,856"
