Fecha,Hora,AE_kWh
15/09/2023,13,"0,181"
15/09/2023,14,"0,189"
15/09/2023,15,"0,069"
15/09/2023,16,"0,090"
15/09/2023,17,"0,056"
15/09/2023,18,"0,079"
15/09/2023,19,"0,082"
15/09/2023,20,"0,051"
15/09/2023,21,"0,075"
15/09/2023,22,"0,053"
15/09/2023,23,"0,083"
15/09/2023,24,"0,050"
16/09/2023,1,"0,075"
16/09/2023,2,"0,079"
16/09/2023,3,"0,055"
16/09/2023,4,"0,075"
16/09/2023,5,"0,048"
16/09/2023,6,"0,082"
16/09/2023,7,"0,051"
16/09/2023,8,"0,081"
16/09/2023,9,"0,056"
16/09/2023,10,"0,077"
16/09/2023,11,"0,049"
16/09/2023,12,"0,084"
16/09/2023,13,"0,054"
16/09/2023,14,"0,078"
16/09/2023,15,"0,054"
16/09/2023,16,"0,082"
16/09/2023,17,"0,050"
16/09/2023,18,"0,079"
16/09/2023,19,"0,056"
16/09/2023,20,"0,076"
16/09/2023,21,"0,055"
16/09/2023,22,"0,075"
16/09/2023,23,"0,064"
16/09/2023,24,"0,073"
17/09/2023,1,"0,123"
17/09/2023,2,"0,070"
17/09/2023,3,"0,081"
17/09/2023,4,"0,055"
17/09/2023,5,"0,081"
17/09/2023,6,"0,055"
17/09/2023,7,"0,078"
17/09/2023,8,"0,051"
17/09/2023,9,"0,076"
17/09/2023,10,"0,081"
17/09/2023,11,"0,059"
17/09/2023,12,"0,079"
17/09/2023,13,"0,052"
17/09/2023,14,"0,077"
17/09/2023,15,"0,058"
17/09/2023,16,"0,077"
17/09/2023,17,"0,051"
17/09/2023,18,"0,086"
17/09/2023,19,"0,054"
17/09/2023,20,"0,075"
17/09/2023,21,"0,055"
17/09/2023,22,"0,079"
17/09/2023,23,"0,060"
17/09/2023,24,"0,116"
18/09/2023,1,"0,241"
18/09/2023,2,"0,134"
18/09/2023,3,"0,075"
18/09/2023,4,"0,071"
18/09/2023,5,"0,075"
18/09/2023,6,"0,041"
18/09/2023,7,"0,073"
18/09/2023,8,"0,075"
18/09/2023,9,"0,040"
18/09/2023,10,"0,125"
18/09/2023,11,"0,230"
18/09/2023,12,"0,099"
18/09/2023,13,"0,607"
18/09/2023,14,"0,284"
18/09/2023,15,"0,090"
18/09/2023,16,"0,197"
18/09/2023,17,"0,818"
18/09/2023,18,"0,111"
18/09/2023,19,"0,085"
18/09/2023,20,"0,107"
18/09/2023,21,"0,214"
18/09/2023,22,"0,222"
18/09/2023,23,"0,135"
18/09/2023,24,"0,119"
19/09/2023,1,"0,345"
19/09/2023,2,"0,081"
19/09/2023,3,"0,082"
19/09/2023,4,"0,086"
19/09/2023,5,"0,057"
19/09/2023,6,"0,073"
19/09/2023,7,"0,085"
19/09/2023,8,"0,055"
19/09/2023,9,"0,077"
19/09/2023,10,"0,336"
19/09/2023,11,"0,078"
19/09/2023,12,"0,092"
19/09/2023,13,"0,062"
19/09/2023,14,"0,130"
19/09/2023,15,"0,121"
19/09/2023,16,"0,350"
19/09/2023,17,"0,222"
19/09/2023,18,"0,075"
19/09/2023,19,"0,089"
19/09/2023,20,"0,065"
19/09/2023,21,"0,349"
19/09/2023,22,"1,216"
19/09/2023,23,"0,216"
19/09/2023,24,"0,117"
20/09/2023,1,"0,096"
20/09/2023,2,"0,074"
20/09/2023,3,"0,061"
20/09/2023,4,"0,047"
20/09/2023,5,"0,063"
20/09/2023,6,"0,070"
20/09/2023,7,"0,059"
20/09/2023,8,"0,061"
20/09/2023,9,"0,062"
20/09/2023,10,"0,044"
20/09/2023,11,"0,063"
20/09/2023,12,"0,043"
20/09/2023,13,"0,242"
20/09/2023,14,"0,175"
20/09/2023,15,"1,014"
20/09/2023,16,"0,923"
20/09/2023,17,"0,231"
20/09/2023,18,"0,105"
20/09/2023,19,"0,080"
20/09/2023,20,"0,091"
20/09/2023,21,"0,088"
20/09/2023,22,"0,052"
20/09/2023,23,"0,089"
20/09/2023,24,"0,098"
21/09/2023,1,"0,080"
21/09/2023,2,"0,078"
21/09/2023,3,"0,043"
21/09/2023,4,"0,075"
21/09/2023,5,"0,052"
21/09/2023,6,"0,070"
21/09/2023,7,"0,071"
21/09/2023,8,"0,051"
21/09/2023,9,"0,073"
21/09/2023,10,"0,089"
21/09/2023,11,"0,082"
21/09/2023,12,"0,096"
21/09/2023,13,"0,098"
21/09/2023,14,"0,147"
21/09/2023,15,"0,105"
21/09/2023,16,"0,062"
21/09/2023,17,"0,089"
21/09/2023,18,"0,303"
21/09/2023,19,"0,751"
21/09/2023,20,"0,150"
21/09/2023,21,"0,210"
21/09/2023,22,"0,140"
21/09/2023,23,"0,157"
21/09/2023,24,"0,151"
22/09/2023,1,"0,112"
22/09/2023,2,"0,089"
22/09/2023,3,"0,093"
22/09/2023,4,"0,069"
22/09/2023,5,"0,083"
22/09/2023,6,"0,082"
22/09/2023,7,"0,133"
22/09/2023,8,"0,083"
22/09/2023,9,"0,080"
22/09/2023,10,"0,075"
22/09/2023,11,"0,050"
22/09/2023,12,"0,085"
22/09/2023,13,"0,102"
22/09/2023,14,"0,089"
22/09/2023,15,"0,737"
22/09/2023,16,"0,420"
22/09/2023,17,"0,158"
22/09/2023,18,"0,129"
22/09/2023,19,"0,096"
22/09/2023,20,"0,089"
22/09/2023,21,"0,096"
22/09/2023,22,"0,081"
22/09/2023,23,"0,114"
22/09/2023,24,"0,112"
23/09/2023,1,"0,089"
23/09/2023,2,"0,081"
23/09/2023,3,"0,068"
23/09/2023,4,"0,046"
23/09/2023,5,"0,062"
23/09/2023,6,"0,047"
23/09/2023,7,"0,064"
23/09/2023,8,"0,070"
23/09/2023,9,"0,039"
23/09/2023,10,"0,064"
23/09/2023,11,"0,099"
23/09/2023,12,"0,319"
23/09/2023,13,"0,084"
23/09/2023,14,"0,198"
23/09/2023,15,"0,093"
23/09/2023,16,"0,076"
23/09/2023,17,"0,106"
23/09/2023,18,"0,076"
23/09/2023,19,"0,070"
23/09/2023,20,"0,070"
23/09/2023,21,"0,047"
23/09/2023,22,"0,643"
23/09/2023,23,"0,377"
23/09/2023,24,"0,119"
24/09/2023,1,"0,151"
24/09/2023,2,"0,078"
24/09/2023,3,"0,086"
24/09/2023,4,"0,073"
24/09/2023,5,"0,044"
24/09/2023,6,"0,065"
24/09/2023,7,"0,067"
24/09/2023,8,"0,041"
24/09/2023,9,"0,062"
24/09/2023,10,"0,072"
24/09/2023,11,"0,303"
24/09/2023,12,"0,117"
24/09/2023,13,"0,049"
24/09/2023,14,"0,091"
24/09/2023,15,"0,490"
24/09/2023,16,"0,806"
24/09/2023,17,"0,558"
24/09/2023,18,"0,289"
24/09/2023,19,"0,268"
24/09/2023,20,"0,211"
24/09/2023,21,"0,436"
24/09/2023,22,"0,380"
24/09/2023,23,"1,420"
24/09/2023,24,"0,293"
25/09/2023,1,"0,164"
25/09/2023,2,"0,145"
25/09/2023,3,"0,105"
25/09/2023,4,"0,053"
25/09/2023,5,"0,075"
25/09/2023,6,"0,072"
25/09/2023,7,"0,046"
25/09/2023,8,"0,827"
25/09/2023,9,"0,108"
25/09/2023,10,"0,092"
25/09/2023,11,"0,060"
25/09/2023,12,"0,059"
25/09/2023,13,"0,037"
25/09/2023,14,"0,056"
25/09/2023,15,"0,065"
25/09/2023,16,"0,056"
25/09/2023,17,"0,040"
25/09/2023,18,"0,056"
25/09/2023,19,"0,065"
25/09/2023,20,"0,033"
25/09/2023,21,"0,061"
25/09/2023,22,"0,060"
25/09/2023,23,"0,033"
25/09/2023,24,"1,209"
26/09/2023,1,"0,119"
26/09/2023,2,"0,109"
26/09/2023,3,"0,074"
26/09/2023,4,"0,073"
26/09/2023,5,"0,104"
26/09/2023,6,"0,059"
26/09/2023,7,"0,062"
26/09/2023,8,"0,117"
26/09/2023,9,"0,145"
26/09/2023,10,"0,366"
26/09/2023,11,"0,638"
26/09/2023,12,"0,153"
26/09/2023,13,"0,073"
26/09/2023,14,"0,071"
26/09/2023,15,"0,068"
26/09/2023,16,"0,046"
26/09/2023,17,"0,148"
26/09/2023,18,"0,047"
26/09/2023,19,"0,074"
26/09/2023,20,"0,079"
26/09/2023,21,"0,083"
26/09/2023,22,"0,316"
26/09/2023,23,"0,138"
26/09/2023,24,"0,157"
27/09/2023,1,"0,067"
27/09/2023,2,"0,058"
27/09/2023,3,"0,068"
27/09/2023,4,"0,060"
27/09/2023,5,"0,067"
27/09/2023,6,"0,032"
27/09/2023,7,"0,067"
27/09/2023,8,"0,159"
27/09/2023,9,"0,218"
27/09/2023,10,"0,256"
27/09/2023,11,"0,107"
27/09/2023,12,"0,071"
27/09/2023,13,"0,096"
27/09/2023,14,"0,066"
27/09/2023,15,"0,097"
27/09/2023,16,"0,216"
27/09/2023,17,"0,131"
27/09/2023,18,"0,106"
27/09/2023,19,"0,105"
27/09/2023,20,"0,115"
27/09/2023,21,"0,237"
27/09/2023,22,"0,182"
27/09/2023,23,"0,375"
27/09/2023,24,"0,113"
28/09/2023,1,"0,087"
28/09/2023,2,"0,055"
28/09/2023,3,"0,079"
28/09/2023,4,"0,048"
28/09/2023,5,"0,080"
28/09/2023,6,"0,047"
28/09/2023,7,"0,109"
28/09/2023,8,"0,086"
28/09/2023,9,"0,126"
28/09/2023,10,"0,109"
28/09/2023,11,"0,099"
28/09/2023,12,"0,085"
28/09/2023,13,"0,173"
28/09/2023,14,"0,197"
28/09/2023,15,"0,551"
28/09/2023,16,"1,053"
28/09/2023,17,"0,129"
28/09/2023,18,"0,096"
28/09/2023,19,"0,095"
28/09/2023,20,"0,094"
28/09/2023,21,"0,364"
28/09/2023,22,"0,195"
28/09/2023,23,"0,150"
28/09/2023,24,"0,440"
29/09/2023,1,"0,175"
29/09/2023,2,"0,113"
29/09/2023,3,"0,078"
29/09/2023,4,"0,080"
29/09/2023,5,"0,077"
29/09/2023,6,"0,055"
29/09/2023,7,"0,226"
29/09/2023,8,"0,100"
29/09/2023,9,"0,102"
29/09/2023,10,"0,255"
29/09/2023,11,"0,102"
29/09/2023,12,"0,070"
29/09/2023,13,"0,094"
29/09/2023,14,"0,087"
29/09/2023,15,"0,059"
29/09/2023,16,"1,113"
29/09/2023,17,"0,326"
29/09/2023,18,"0,154"
29/09/2023,19,"0,105"
29/09/2023,20,"0,091"
29/09/2023,21,"0,246"
29/09/2023,22,"0,149"
29/09/2023,23,"0,125"
29/09/2023,24,"0,139"
30/09/2023,1,"0,095"
30/09/2023,2,"0,075"
30/09/2023,3,"0,067"
30/09/2023,4,"0,042"
30/09/2023,5,"0,072"
30/09/2023,6,"0,070"
30/09/2023,7,"0,040"
30/09/2023,8,"0,072"
30/09/2023,9,"0,160"
30/09/2023,10,"0,204"
30/09/2023,11,"0,443"
30/09/2023,12,"0,161"
30/09/2023,13,"0,619"
30/09/2023,14,"0,129"
30/09/2023,15,"0,096"
30/09/2023,16,"0,091"
30/09/2023,17,"0,088"
30/09/2023,18,"0,094"
30/09/2023,19,"0,140"
30/09/2023,20,"0,110"
30/09/2023,21,"0,112"
30/09/2023,22,"1,080"
30/09/2023,23,"0,553"
30/09/2023,24,"0,114"
01/10/2023,1,"0,103"
01/10/2023,2,"0,117"
01/10/2023,3,"0,079"
01/10/2023,4,"0,068"
01/10/2023,5,"0,057"
01/10/2023,6,"0,061"
01/10/2023,7,"0,081"
01/10/2023,8,"0,044"
01/10/2023,9,"0,077"
01/10/2023,10,"0,063"
01/10/2023,11,"0,185"
01/10/2023,12,"1,642"
01/10/2023,13,"0,188"
01/10/2023,14,"0,096"
01/10/2023,15,"0,184"
01/10/2023,16,"0,326"
01/10/2023,17,"0,178"
01/10/2023,18,"0,179"
01/10/2023,19,"0,235"
01/10/2023,20,"0,278"
01/10/2023,21,"0,553"
01/10/2023,22,"0,389"
01/10/2023,23,"0,230"
01/10/2023,24,"0,182"
02/10/2023,1,"0,203"
02/10/2023,2,"0,184"
02/10/2023,3,"0,077"
02/10/2023,4,"0,077"
02/10/2023,5,"0,081"
02/10/2023,6,"0,080"
02/10/2023,7,"0,075"
02/10/2023,8,"0,155"
02/10/2023,9,"0,169"
02/10/2023,10,"0,124"
02/10/2023,11,"0,106"
02/10/2023,12,"0,816"
02/10/2023,13,"0,181"
02/10/2023,14,"0,117"
02/10/2023,15,"0,642"
02/10/2023,16,"0,206"
02/10/2023,17,"0,111"
02/10/2023,18,"0,117"
02/10/2023,19,"0,118"
02/10/2023,20,"0,601"
02/10/2023,21,"0,131"
02/10/2023,22,"0,455"
02/10/2023,23,"0,204"
02/10/2023,24,"0,120"
03/10/2023,1,"0,116"
03/10/2023,2,"0,081"
03/10/2023,3,"0,090"
03/10/2023,4,"0,083"
03/10/2023,5,"0,045"
03/10/2023,6,"0,084"
03/10/2023,7,"0,159"
03/10/2023,8,"0,188"
03/10/2023,9,"0,116"
03/10/2023,10,"0,069"
03/10/2023,11,"0,220"
03/10/2023,12,"0,121"
03/10/2023,13,"0,141"
03/10/2023,14,"0,140"
03/10/2023,15,"0,154"
03/10/2023,16,"0,496"
03/10/2023,17,"0,567"
03/10/2023,18,"0,223"
03/10/2023,19,"0,148"
03/10/2023,20,"0,110"
03/10/2023,21,"0,322"
03/10/2023,22,"0,267"
03/10/2023,23,"0,167"
03/10/2023,24,"0,090"
04/10/2023,1,"0,100"
04/10/2023,2,"0,081"
04/10/2023,3,"0,042"
04/10/2023,4,"0,078"
04/10/2023,5,"0,044"
04/10/2023,6,"0,074"
04/10/2023,7,"0,074"
04/10/2023,8,"0,103"
04/10/2023,9,"0,177"
04/10/2023,10,"0,057"
04/10/2023,11,"0,075"
04/10/2023,12,"0,061"
04/10/2023,13,"0,314"
04/10/2023,14,"0,074"
04/10/2023,15,"0,082"
04/10/2023,16,"0,084"
04/10/2023,17,"0,067"
04/10/2023,18,"0,123"
04/10/2023,19,"0,086"
04/10/2023,20,"0,115"
04/10/2023,21,"0,483"
04/10/2023,22,"0,674"
04/10/2023,23,"0,130"
04/10/2023,24,"0,099"
05/10/2023,1,"0,453"
05/10/2023,2,"0,100"
05/10/2023,3,"0,074"
05/10/2023,4,"0,074"
05/10/2023,5,"0,066"
05/10/2023,6,"0,072"
05/10/2023,7,"0,069"
05/10/2023,8,"0,139"
05/10/2023,9,"0,072"
05/10/2023,10,"0,082"
05/10/2023,11,"0,086"
05/10/2023,12,"0,288"
05/10/2023,13,"0,103"
05/10/2023,14,"0,163"
05/10/2023,15,"0,099"
05/10/2023,16,"0,078"
05/10/2023,17,"0,220"
05/10/2023,18,"0,133"
05/10/2023,19,"0,057"
05/10/2023,20,"0,090"
05/10/2023,21,"0,098"
05/10/2023,22,"0,542"
05/10/2023,23,"0,592"
05/10/2023,24,"0,151"
06/10/2023,1,"0,081"
06/10/2023,2,"0,072"
06/10/2023,3,"0,085"
06/10/2023,4,"0,075"
06/10/2023,5,"0,078"
06/10/2023,6,"0,079"
06/10/2023,7,"0,164"
06/10/2023,8,"0,222"
06/10/2023,9,"0,441"
06/10/2023,10,"0,182"
06/10/2023,11,"0,150"
06/10/2023,12,"0,113"
06/10/2023,13,"0,128"
06/10/2023,14,"0,097"
06/10/2023,15,"0,123"
06/10/2023,16,"0,116"
06/10/2023,17,"0,288"
06/10/2023,18,"0,107"
06/10/2023,19,"0,075"
06/10/2023,20,"0,097"
06/10/2023,21,"0,095"
06/10/2023,22,"0,161"
06/10/2023,23,"0,804"
06/10/2023,24,"0,119"
07/10/2023,1,"0,092"
07/10/2023,2,"0,051"
07/10/2023,3,"0,084"
07/10/2023,4,"0,076"
07/10/2023,5,"0,051"
07/10/2023,6,"0,070"
07/10/2023,7,"0,045"
07/10/2023,8,"0,073"
07/10/2023,9,"0,191"
07/10/2023,10,"0,118"
07/10/2023,11,"0,161"
07/10/2023,12,"0,261"
07/10/2023,13,"0,092"
07/10/2023,14,"0,085"
07/10/2023,15,"0,080"
07/10/2023,16,"0,077"
07/10/2023,17,"0,053"
07/10/2023,18,"0,081"
07/10/2023,19,"0,081"
07/10/2023,20,"0,093"
07/10/2023,21,"0,181"
07/10/2023,22,"0,286"
07/10/2023,23,"0,159"
07/10/2023,24,"0,151"
08/10/2023,1,"0,122"
08/10/2023,2,"0,093"
08/10/2023,3,"0,087"
08/10/2023,4,"0,059"
08/10/2023,5,"0,075"
08/10/2023,6,"0,058"
08/10/2023,7,"0,082"
08/10/2023,8,"0,049"
08/10/2023,9,"0,083"
08/10/2023,10,"0,215"
08/10/2023,11,"0,128"
08/10/2023,12,"0,317"
08/10/2023,13,"0,240"
08/10/2023,14,"0,089"
08/10/2023,15,"0,801"
08/10/2023,16,"0,518"
08/10/2023,17,"0,098"
08/10/2023,18,"0,095"
08/10/2023,19,"0,059"
08/10/2023,20,"0,174"
08/10/2023,21,"0,249"
08/10/2023,22,"0,229"
08/10/2023,23,"0,343"
08/10/2023,24,"0,116"
09/10/2023,1,"0,086"
09/10/2023,2,"0,079"
09/10/2023,3,"0,056"
09/10/2023,4,"0,073"
09/10/2023,5,"0,073"
09/10/2023,6,"0,056"
09/10/2023,7,"0,089"
09/10/2023,8,"0,055"
09/10/2023,9,"0,067"
09/10/2023,10,"0,086"
09/10/2023,11,"0,174"
09/10/2023,12,"0,174"
09/10/2023,13,"0,136"
09/10/2023,14,"0,105"
09/10/2023,15,"0,083"
09/10/2023,16,"0,174"
09/10/2023,17,"0,105"
09/10/2023,18,"0,072"
09/10/2023,19,"0,100"
09/10/2023,20,"0,089"
09/10/2023,21,"0,237"
09/10/2023,22,"0,682"
09/10/2023,23,"0,297"
09/10/2023,24,"0,071"
10/10/2023,1,"0,087"
10/10/2023,2,"0,080"
10/10/2023,3,"0,052"
10/10/2023,4,"0,077"
10/10/2023,5,"0,049"
10/10/2023,6,"0,073"
10/10/2023,7,"0,142"
10/10/2023,8,"0,076"
10/10/2023,9,"0,102"
10/10/2023,10,"0,287"
10/10/2023,11,"0,135"
10/10/2023,12,"0,137"
10/10/2023,13,"0,156"
10/10/2023,14,"0,079"
10/10/2023,15,"0,102"
10/10/2023,16,"0,263"
10/10/2023,17,"0,140"
10/10/2023,18,"0,089"
10/10/2023,19,"0,144"
10/10/2023,20,"0,136"
10/10/2023,21,"0,119"
10/10/2023,22,"0,273"
10/10/2023,23,"0,131"
10/10/2023,24,"0,067"
11/10/2023,1,"0,635"
11/10/2023,2,"0,113"
11/10/2023,3,"0,080"
11/10/2023,4,"0,076"
11/10/2023,5,"0,072"
11/10/2023,6,"0,067"
11/10/2023,7,"0,076"
11/10/2023,8,"0,040"
11/10/2023,9,"0,079"
11/10/2023,10,"0,073"
11/10/2023,11,"0,059"
11/10/2023,12,"0,186"
11/10/2023,13,"0,508"
11/10/2023,14,"0,091"
11/10/2023,15,"0,112"
11/10/2023,16,"0,077"
11/10/2023,17,"0,103"
11/10/2023,18,"0,111"
11/10/2023,19,"0,083"
11/10/2023,20,"0,254"
11/10/2023,21,"0,085"
11/10/2023,22,"0,647"
11/10/2023,23,"1,302"
11/10/2023,24,"0,197"
12/10/2023,1,"0,087"
12/10/2023,2,"0,069"
12/10/2023,3,"0,070"
12/10/2023,4,"0,068"
12/10/2023,5,"0,070"
12/10/2023,6,"0,065"
12/10/2023,7,"0,073"
12/10/2023,8,"0,036"
12/10/2023,9,"0,072"
12/10/2023,10,"0,066"
12/10/2023,11,"0,146"
12/10/2023,12,"0,127"
12/10/2023,13,"0,886"
12/10/2023,14,"0,141"
12/10/2023,15,"0,077"
12/10/2023,16,"0,137"
12/10/2023,17,"0,107"
12/10/2023,18,"0,081"
12/10/2023,19,"0,084"
12/10/2023,20,"0,080"
12/10/2023,21,"0,107"
12/10/2023,22,"0,051"
12/10/2023,23,"0,082"
12/10/2023,24,"0,088"
13/10/2023,1,"0,050"
13/10/2023,2,"0,075"
13/10/2023,3,"0,036"
13/10/2023,4,"0,073"
13/10/2023,5,"0,063"
13/10/2023,6,"0,045"
13/10/2023,7,"0,057"
13/10/2023,8,"0,046"
13/10/2023,9,"0,066"
13/10/2023,10,"0,080"
13/10/2023,11,"0,209"
13/10/2023,12,"0,138"
13/10/2023,13,"0,080"
13/10/2023,14,"0,105"
13/10/2023,15,"0,104"
13/10/2023,16,"0,087"
13/10/2023,17,"0,123"
13/10/2023,18,"0,531"
13/10/2023,19,"0,149"
13/10/2023,20,"0,758"
13/10/2023,21,"0,181"
13/10/2023,22,"0,720"
13/10/2023,23,"0,161"
13/10/2023,24,"0,148"
14/10/2023,1,"0,112"
14/10/2023,2,"0,078"
14/10/2023,3,"0,069"
14/10/2023,4,"0,046"
14/10/2023,5,"0,072"
14/10/2023,6,"0,063"
14/10/2023,7,"0,074"
14/10/2023,8,"0,047"
14/10/2023,9,"0,112"
14/10/2023,10,"0,205"
14/10/2023,11,"0,096"
14/10/2023,12,"0,252"
14/10/2023,13,"0,266"
14/10/2023,14,"0,375"
14/10/2023,15,"0,152"
14/10/2023,16,"0,206"
14/10/2023,17,"0,196"
14/10/2023,18,"0,101"
14/10/2023,19,"0,130"
14/10/2023,20,"0,119"
14/10/2023,21,"0,075"
14/10/2023,22,"0,849"
14/10/2023,23,"0,926"
14/10/2023,24,"0,301"
15/10/2023,1,"0,127"
15/10/2023,2,"0,140"
15/10/2023,3,"0,092"
15/10/2023,4,"0,052"
15/10/2023,5,"0,075"
15/10/2023,6,"0,069"
15/10/2023,7,"0,053"
15/10/2023,8,"0,074"
15/10/2023,9,"0,044"
15/10/2023,10,"0,074"
15/10/2023,11,"0,075"
15/10/2023,12,"0,164"
15/10/2023,13,"0,105"
15/10/2023,14,"0,099"
15/10/2023,15,"0,188"
15/10/2023,16,"0,404"
15/10/2023,17,"0,281"
15/10/2023,18,"0,232"
15/10/2023,19,"0,159"
15/10/2023,20,"0,147"
15/10/2023,21,"0,099"
15/10/2023,22,"0,150"
15/10/2023,23,"0,103"
15/10/2023,24,"0,103"
16/10/2023,1,"0,092"
16/10/2023,2,"0,046"
16/10/2023,3,"0,075"
16/10/2023,4,"0,069"
16/10/2023,5,"0,067"
16/10/2023,6,"0,047"
16/10/2023,7,"0,074"
16/10/2023,8,"0,072"
16/10/2023,9,"0,044"
16/10/2023,10,"0,068"
16/10/2023,11,"0,074"
16/10/2023,12,"0,298"
16/10/2023,13,"0,155"
16/10/2023,14,"0,261"
16/10/2023,15,"0,096"
16/10/2023,16,"0,773"
16/10/2023,17,"0,448"
16/10/2023,18,"0,134"
16/10/2023,19,"0,079"
16/10/2023,20,"0,082"
16/10/2023,21,"0,081"
16/10/2023,22,"0,317"
16/10/2023,23,"0,169"
16/10/2023,24,"0,303"
17/10/2023,1,"0,512"
17/10/2023,2,"0,120"
17/10/2023,3,"0,105"
17/10/2023,4,"0,079"
17/10/2023,5,"0,079"
17/10/2023,6,"0,079"
17/10/2023,7,"0,077"
17/10/2023,8,"0,070"
17/10/2023,9,"0,069"
17/10/2023,10,"0,044"
17/10/2023,11,"0,074"
17/10/2023,12,"0,141"
17/10/2023,13,"0,480"
17/10/2023,14,"0,743"
17/10/2023,15,"0,342"
17/10/2023,16,"0,643"
17/10/2023,17,"0,261"
17/10/2023,18,"0,089"
17/10/2023,19,"0,096"
